applicant_id,age,gender,marital_status,city_tier,state,employment_type,bank_account_vintage_years,monthly_income_inr,existing_loans_count,existing_emi_monthly_inr,credit_utilization_ratio_pct,num_credit_inquiries_last_6m,late_payments_last_12m,loan_amount_requested_inr,loan_tenure_months,loan_purpose,collateral_provided,cibil_score,interest_rate_offered_pct,default_risk_score,default_flag
APP108815,31,Male,Married,Tier 1,Bihar,Business Owner,,65200,0,9500.0,75.4,1.0,5,94000,36,Home Renovation,No,472,21.52,41.4,0
APP106689,51,Female,Married,Tier 3,Telangana,Salaried - Government,0.5,28500,0,5300.0,13.0,1.0,1,244000,48,Vehicle Purchase,No,706,15.2,0.29,0
APP111974,36,Male,Single,Tier 1,Maharashtra,Salaried - Private,10.1,37000,2,11900.0,35.0,1.0,0,98000,48,Debt Consolidation,No,687,16.7,0.84,0
APP112246,31,Female,Married,Tier 3,Rajasthan,Salaried - Private,9.2,25300,0,6200.0,73.3,1.0,4,184000,24,Medical Emergency,No,529,21.56,26.35,1
APP122148,44,Male,Married,Tier 2,Karnataka,Self-Employed Professional,2.7,62900,0,10900.0,2.0,0.0,0,323000,60,Personal Expense,No,730,15.11,0.12,0
APP118382,33,Male,Single,Tier 1,Delhi NCR,Business Owner,0.5,35100,0,2200.0,31.7,4.0,1,133000,48,Wedding,No,667,17.52,0.9,0
APP112335,23,Male,Single,Tier 2,Bihar,Salaried - Government,2.4,32500,0,6500.0,63.1,1.0,3,50000,48,Vehicle Purchase,No,584,24.67,2.12,0
APP107828,45,Male,Single,Tier 1,Uttar Pradesh,Salaried - Private,0.5,118100,0,21300.0,55.7,1.0,2,129000,48,Debt Consolidation,Yes,610,25.69,0.22,0
APP117996,38,Male,Married,Tier 1,Andhra Pradesh,Salaried - Private,0.9,98900,1,20600.0,54.7,1.0,0,102000,24,Debt Consolidation,No,645,20.98,0.53,0
APP103821,46,Female,Divorced,Tier 2,West Bengal,Self-Employed Professional,2.7,81600,5,29900.0,53.0,1.0,3,175000,12,Vehicle Purchase,No,576,24.11,10.0,0
APP109760,44,Male,Divorced,Tier 2,Uttar Pradesh,Salaried - Government,11.0,20900,0,4500.0,61.5,3.0,2,74000,48,Wedding,No,571,20.12,6.55,0
APP106508,29,Male,Single,Tier 2,Punjab,Self-Employed Professional,6.2,13600,0,4200.0,29.7,3.0,2,226000,36,Wedding,No,535,25.82,46.35,1
APP102546,32,Female,Married,Tier 1,Telangana,Salaried - Private,1.0,105200,2,21300.0,34.0,2.0,1,119000,36,Personal Expense,No,594,19.82,2.29,0
APP114438,36,Female,Married,Tier 2,Maharashtra,Salaried - Private,6.7,41800,4,10000.0,69.7,0.0,2,76000,48,Business Expansion,Yes,582,20.68,1.36,0
APP114302,42,Male,Married,Tier 2,Gujarat,Salaried - Private,1.1,72700,3,19300.0,95.4,1.0,2,222000,24,Business Expansion,No,527,23.54,36.44,0
APP114105,21,Female,Married,Tier 1,Delhi NCR,Salaried - Private,1.3,21600,0,5200.0,0.0,1.0,1,147000,36,Personal Expense,No,608,21.85,5.94,0
APP122859,34,Female,Married,Tier 1,Bihar,Salaried - Private,1.7,159900,1,56100.0,83.4,1.0,3,87000,36,Vehicle Purchase,No,400,22.54,83.1,1
APP124701,56,Male,Widowed,Tier 1,Delhi NCR,Self-Employed Professional,1.9,143300,1,33200.0,18.5,2.0,1,212000,72,Medical Emergency,No,598,25.23,2.51,1
APP117536,25,Male,Single,Tier 2,West Bengal,Salaried - Private,2.2,97400,2,21700.0,26.0,0.0,0,66000,36,Vehicle Purchase,No,621,23.64,0.51,0
APP117530,30,Female,Married,Tier 3,Gujarat,Self-Employed Professional,2.7,19000,1,5900.0,7.5,0.0,0,331000,48,Home Renovation,No,662,17.66,4.99,0
APP104449,35,Female,Married,Tier 2,Kerala,Salaried - PSU,3.7,32100,2,7400.0,20.6,0.0,0,41000,48,Home Renovation,No,720,15.57,0.42,0
APP105284,38,Male,Single,Tier 1,Uttar Pradesh,Salaried - Private,1.0,62100,1,9700.0,39.5,3.0,1,145000,72,Vehicle Purchase,No,625,21.89,2.03,0
APP114155,53,Female,Married,Tier 3,Maharashtra,Salaried - Private,1.0,14300,1,2400.0,85.3,1.0,3,158000,36,Personal Expense,No,533,20.74,9.96,0
APP110235,28,Male,Married,Tier 1,Delhi NCR,Salaried - Private,2.7,76300,1,18800.0,41.9,0.0,0,204000,36,Wedding,Yes,558,21.57,2.26,0
APP109480,33,Male,Married,Tier 3,Tamil Nadu,Salaried - Government,5.8,20800,1,1500.0,0.0,1.0,0,94000,60,Personal Expense,No,756,14.6,0.15,0
APP106646,28,Female,Married,Tier 3,Haryana,Salaried - PSU,3.3,40600,2,11300.0,51.8,0.0,1,188000,36,Medical Emergency,No,636,20.21,0.86,0
APP113461,45,Male,Married,Tier 1,Karnataka,Salaried - Private,3.4,57500,1,21200.0,36.9,0.0,0,106000,60,Business Expansion,No,685,18.42,0.5,0
APP104010,38,Female,Married,Tier 1,Delhi NCR,Business Owner,0.5,47100,1,13400.0,36.8,2.0,0,145000,48,Business Expansion,Yes,645,24.48,0.62,0
APP114910,37,Male,Single,Tier 2,Madhya Pradesh,Salaried - Private,1.4,60400,0,,16.6,2.0,0,36000,48,Medical Emergency,Yes,661,18.87,0.29,0
APP115716,42,Female,Married,Tier 1,Delhi NCR,Self-Employed Professional,1.7,81100,2,18800.0,55.7,1.0,3,107000,48,Vehicle Purchase,No,567,24.49,11.07,0
APP115276,21,Male,Married,Tier 1,Karnataka,Business Owner,4.6,56400,2,7400.0,37.8,2.0,1,58000,36,Wedding,No,571,25.8,3.47,0
APP108929,29,Male,Married,Tier 1,Andhra Pradesh,Self-Employed Professional,1.7,57200,1,6000.0,40.4,2.0,1,309000,48,Personal Expense,No,584,25.69,1.52,0
APP123266,34,Female,Married,Tier 2,Punjab,Salaried - Government,4.0,17100,1,4200.0,31.5,2.0,3,125000,12,Vehicle Purchase,No,582,19.09,16.75,0
APP116912,35,Female,Married,Tier 2,Gujarat,Salaried - Private,4.8,34700,1,10700.0,48.7,0.0,2,109000,48,Home Renovation,No,571,23.3,7.29,0
APP112319,46,Male,Married,Tier 2,West Bengal,Self-Employed Professional,6.2,175000,1,52400.0,14.5,3.0,0,342000,60,Home Renovation,No,702,13.91,0.78,0
APP116641,32,Male,Married,Tier 2,Tamil Nadu,Salaried - Private,0.9,56200,1,12000.0,50.2,2.0,4,107000,60,Personal Expense,No,508,19.26,34.92,0
APP123608,38,Female,Married,Tier 1,Gujarat,Salaried - Private,1.8,58500,1,11800.0,37.6,3.0,1,100000,24,Medical Emergency,No,600,22.88,2.2,0
APP123171,34,Male,Single,Tier 2,Bihar,Salaried - Government,,47700,2,10100.0,44.5,0.0,4,145000,12,Personal Expense,No,632,22.64,3.92,0
APP107558,31,Male,Married,Tier 2,Tamil Nadu,Self-Employed Professional,0.8,95800,2,19700.0,44.5,0.0,1,103000,36,Medical Emergency,No,584,25.83,1.71,0
APP110299,33,Male,Single,Tier 2,Gujarat,Salaried - Government,1.7,12000,0,2100.0,59.2,0.0,0,327000,72,Vehicle Purchase,No,589,23.44,4.15,0
APP114888,27,Male,Married,Tier 2,Tamil Nadu,Salaried - Private,23.0,47400,1,3400.0,21.0,4.0,0,165000,36,Home Renovation,No,806,12.42,0.03,0
APP100224,36,Male,Single,Tier 2,Madhya Pradesh,Salaried - PSU,0.5,197200,1,,68.7,3.0,0,87000,12,Home Renovation,No,577,25.58,2.61,0
APP109129,44,Male,Married,Tier 2,Karnataka,Salaried - Private,4.3,37500,1,4800.0,56.1,1.0,1,193000,36,Wedding,No,572,22.52,0.9,0
APP103846,34,Male,Single,Tier 1,Tamil Nadu,Salaried - Government,0.5,74600,1,11400.0,25.5,1.0,0,191000,72,Wedding,No,718,14.36,0.13,0
APP120631,49,Male,Married,Tier 1,Delhi NCR,Salaried - Private,1.6,112900,1,18100.0,57.0,1.0,2,90000,24,Wedding,Yes,578,23.49,3.4,0
APP107781,33,Female,Single,Tier 2,Bihar,Business Owner,2.8,117400,1,27500.0,52.6,1.0,1,76000,36,Education,No,566,25.08,2.88,0
APP112216,31,Male,Married,Tier 1,Karnataka,Salaried - Government,2.8,12000,1,4300.0,45.3,2.0,2,80000,36,Business Expansion,No,536,21.97,17.27,1
APP112052,58,Male,Married,Tier 3,Maharashtra,Salaried - PSU,3.7,103200,2,25200.0,16.1,3.0,2,90000,36,Home Renovation,Yes,663,15.08,0.47,0
APP101504,33,Female,Married,Tier 1,Punjab,Salaried - Private,10.2,53000,0,7600.0,33.7,0.0,1,94000,36,Debt Consolidation,No,713,15.85,0.12,0
APP103018,38,Female,Married,Tier 1,Gujarat,Business Owner,2.4,66200,1,21700.0,39.9,1.0,2,44000,12,Debt Consolidation,No,604,21.51,14.74,0
APP112032,39,Male,Single,Tier 1,Rajasthan,Salaried - Private,,58600,1,21400.0,26.6,1.0,1,170000,12,Medical Emergency,No,657,19.36,1.6,0
APP104630,21,Male,Married,Tier 2,Rajasthan,Salaried - Private,0.9,32500,2,7600.0,70.4,1.0,4,116000,48,Vehicle Purchase,No,533,20.65,31.64,0
APP105862,26,Male,Single,Tier 2,Madhya Pradesh,Salaried - Private,5.4,18000,0,4900.0,4.1,1.0,1,159000,24,Medical Emergency,No,655,18.07,0.74,0
APP114144,36,Male,Married,Tier 2,Kerala,Salaried - Private,0.8,28100,0,4100.0,54.0,1.0,2,341000,60,Business Expansion,Yes,560,23.59,4.11,0
APP105979,22,Female,Married,Tier 1,Bihar,Business Owner,1.0,57500,1,15000.0,39.9,1.0,1,116000,48,Vehicle Purchase,No,574,19.74,2.94,0
APP103261,25,Male,Single,Tier 3,Delhi NCR,Self-Employed Professional,2.1,26200,2,4600.0,0.0,3.0,1,94000,24,Debt Consolidation,No,664,15.84,1.3,0
APP120385,54,Female,Married,Tier 2,Bihar,Salaried - Government,0.5,14600,1,4000.0,29.4,1.0,0,95000,24,Wedding,No,620,22.62,1.55,0
APP109008,21,Male,Married,Tier 1,Bihar,Self-Employed Professional,10.2,71100,1,12900.0,79.6,0.0,2,114000,72,Home Renovation,No,598,25.11,2.23,0
APP109003,25,Male,Single,Tier 3,Karnataka,Salaried - PSU,3.8,116100,2,7900.0,16.3,4.0,0,158000,24,Personal Expense,No,723,14.54,0.13,0
APP114131,33,Male,Widowed,Tier 2,Uttar Pradesh,Salaried - PSU,0.5,19700,1,6000.0,55.1,2.0,1,262000,36,Personal Expense,No,565,21.93,11.15,0
APP119506,28,Male,Married,Tier 1,Kerala,Salaried - Government,5.4,75800,0,6800.0,12.0,1.0,1,213000,48,Wedding,No,701,13.62,0.17,0
APP110224,32,Male,Married,Tier 1,Delhi NCR,Salaried - Private,0.7,271000,0,69100.0,36.3,0.0,3,163000,36,Personal Expense,No,578,25.48,3.67,0
APP110607,48,Female,Divorced,Tier 1,Maharashtra,Salaried - Private,0.9,77600,0,10300.0,45.3,3.0,1,120000,72,Business Expansion,Yes,629,24.91,0.34,0
APP104159,39,Female,Single,Tier 2,Tamil Nadu,Business Owner,3.4,54900,2,5900.0,17.7,0.0,0,99000,24,Wedding,No,741,13.32,0.09,0
APP113462,49,Female,Single,Tier 2,Rajasthan,Salaried - Private,1.8,31900,0,9600.0,30.2,1.0,3,204000,48,Education,Yes,525,20.19,13.12,0
APP106003,40,Male,Married,Tier 1,Maharashtra,Salaried - Government,4.1,36600,2,10600.0,50.9,3.0,2,154000,48,Debt Consolidation,No,566,25.16,9.38,0
APP114979,21,Male,Divorced,Tier 1,Telangana,Salaried - Private,,83200,0,18900.0,57.8,0.0,2,130000,24,Wedding,No,608,24.44,4.29,0
APP122956,38,Female,Widowed,Tier 2,West Bengal,Salaried - Private,3.2,12400,1,2700.0,54.0,2.0,1,53000,12,Business Expansion,No,627,22.56,2.52,0
APP115425,28,Female,Married,Tier 3,Karnataka,Salaried - Private,1.5,19400,3,3100.0,80.2,2.0,2,74000,12,Personal Expense,Yes,516,23.59,3.52,0
APP118692,51,Male,Married,Tier 1,Punjab,Salaried - Government,7.2,30600,0,7700.0,2.0,1.0,1,38000,24,Personal Expense,No,709,14.77,0.1,0
APP114762,31,Female,Married,Tier 1,Telangana,Self-Employed Professional,0.6,26100,1,9100.0,24.2,0.0,2,125000,36,Medical Emergency,No,602,22.97,9.33,0
APP109502,24,Male,Married,Tier 3,Rajasthan,Salaried - Private,1.5,40600,2,8300.0,46.3,0.0,3,173000,48,Home Renovation,No,590,19.54,24.05,0
APP122881,38,Male,Married,Tier 1,West Bengal,Business Owner,3.7,74500,1,16700.0,9.0,1.0,0,100000,36,Medical Emergency,No,655,19.49,1.0,0
APP108345,44,Male,Married,Tier 1,Haryana,Salaried - PSU,1.9,15400,2,6500.0,41.8,0.0,4,302000,36,Vehicle Purchase,Yes,501,24.89,72.66,1
APP103511,22,Female,Single,Tier 2,Maharashtra,Salaried - PSU,1.4,34200,1,1400.0,34.8,1.0,1,47000,72,Wedding,No,635,24.13,0.39,0
APP122500,48,Male,Married,Tier 3,Kerala,Salaried - PSU,1.8,16200,0,1800.0,80.4,0.0,3,43000,36,Personal Expense,No,552,23.29,1.59,0
APP100433,21,Male,Married,Tier 3,Kerala,Self-Employed Professional,1.7,41500,0,13400.0,35.7,1.0,2,189000,12,Home Renovation,No,584,21.76,10.73,0
APP124930,30,Female,Married,Tier 2,Uttar Pradesh,Business Owner,0.7,42000,0,4200.0,64.9,2.0,3,228000,48,Debt Consolidation,No,542,21.86,11.95,0
APP111097,45,Female,Divorced,Tier 3,Kerala,Salaried - Government,2.1,44300,0,4400.0,34.4,1.0,3,123000,36,Wedding,No,618,22.27,0.34,0
APP124175,28,Female,Divorced,Tier 2,Tamil Nadu,Salaried - PSU,0.9,29700,1,9000.0,28.9,0.0,0,111000,24,Personal Expense,Yes,635,20.09,0.82,0
APP119883,42,Male,Married,Tier 2,Tamil Nadu,Salaried - Private,1.2,25300,1,4300.0,63.8,2.0,4,205000,48,Wedding,No,489,23.59,66.34,1
APP106950,50,Male,Single,Tier 3,Kerala,Business Owner,2.1,35200,2,8100.0,80.8,4.0,6,348000,60,Education,No,464,21.4,91.7,1
APP101535,26,Male,Married,Tier 2,Kerala,Self-Employed Professional,7.9,46800,0,6200.0,37.1,2.0,0,173000,48,Wedding,No,643,21.9,0.5,0
APP102878,28,Male,Married,Tier 1,Andhra Pradesh,Self-Employed Professional,1.1,22200,0,5000.0,47.2,2.0,3,75000,36,Personal Expense,No,573,22.55,2.66,0
APP109532,26,Female,Married,Tier 1,Bihar,Self-Employed Professional,2.6,161300,2,0.0,53.7,0.0,1,330000,60,Home Renovation,No,639,23.8,0.24,0
APP101272,32,Male,Single,Tier 1,Andhra Pradesh,Salaried - PSU,3.7,115300,0,21700.0,47.7,1.0,3,122000,36,Personal Expense,Yes,601,21.39,0.86,0
APP121724,29,Female,Married,Tier 2,Madhya Pradesh,Salaried - Private,3.7,38700,3,9000.0,26.2,0.0,2,241000,12,Medical Emergency,No,612,23.79,2.4,0
APP103652,43,Male,Single,Tier 3,West Bengal,Salaried - Private,17.9,45500,1,5100.0,25.8,2.0,1,229000,60,Personal Expense,Yes,721,15.14,0.09,0
APP106237,23,Female,Widowed,Tier 1,Andhra Pradesh,Salaried - Private,11.3,63700,0,12300.0,26.3,0.0,2,210000,36,Business Expansion,No,668,17.95,0.26,0
APP107317,33,Female,Married,Tier 2,Bihar,Self-Employed Professional,9.5,101100,1,26600.0,3.5,1.0,1,136000,12,Medical Emergency,No,702,14.14,0.58,0
APP112084,31,Female,Married,Tier 1,Kerala,Salaried - Private,3.5,107900,1,31100.0,50.8,3.0,0,175000,48,Debt Consolidation,No,633,21.6,1.99,0
APP122010,30,Male,Single,Tier 2,Gujarat,Self-Employed Professional,1.0,81400,1,22000.0,52.6,2.0,1,88000,24,Debt Consolidation,No,556,21.89,17.94,0
APP123663,50,Male,Married,Tier 1,Maharashtra,Salaried - Private,0.7,162900,0,26700.0,43.0,1.0,1,119000,72,Vehicle Purchase,No,551,25.24,1.86,0
APP123139,45,Male,Divorced,Tier 1,West Bengal,Salaried - Government,9.3,59500,2,8600.0,31.5,0.0,1,94000,48,Personal Expense,Yes,678,18.23,0.12,0
APP113114,40,Male,Single,Tier 1,Andhra Pradesh,Business Owner,4.2,131500,1,36900.0,30.6,0.0,1,80000,72,Wedding,No,632,24.23,1.49,0
APP115056,44,Other,Single,Tier 1,Maharashtra,Salaried - Government,1.4,41500,0,7100.0,38.8,0.0,0,129000,36,Personal Expense,No,690,15.26,0.29,0
APP105332,38,Male,Married,Tier 2,Rajasthan,Self-Employed Professional,4.6,164100,1,40900.0,45.0,1.0,1,39000,24,Home Renovation,No,576,20.66,4.71,0
APP107858,33,Female,Married,Tier 1,West Bengal,Salaried - Government,0.5,54000,1,14100.0,0.0,0.0,0,224000,24,Wedding,No,666,19.78,0.73,0
APP122819,40,Male,Married,Tier 1,Gujarat,Salaried - Private,0.5,168200,1,41100.0,65.9,0.0,1,157000,36,Vehicle Purchase,Yes,598,21.33,1.33,0
APP111579,35,Male,Married,Tier 3,Kerala,Salaried - Private,3.9,16500,4,7500.0,43.2,0.0,0,177000,72,Personal Expense,Yes,599,19.04,4.29,0
APP121321,49,Female,Single,Tier 2,Kerala,Business Owner,0.6,46000,1,4300.0,71.8,1.0,0,169000,60,Personal Expense,No,654,16.87,0.15,0
APP117290,21,Male,Married,Tier 3,Delhi NCR,Salaried - Private,1.3,31600,2,5500.0,36.5,1.0,0,221000,24,Wedding,No,620,23.59,1.12,0
APP110950,43,Female,Divorced,Tier 1,Karnataka,Salaried - Government,3.3,69800,1,22700.0,27.2,2.0,1,213000,72,Personal Expense,No,647,23.74,2.84,0
APP105391,22,Female,Single,Tier 2,Gujarat,Self-Employed Professional,5.5,71600,3,17400.0,47.9,0.0,1,44000,72,Medical Emergency,No,651,15.57,0.19,0
APP115667,52,Female,Single,Tier 3,Haryana,Salaried - Private,3.9,70400,2,15200.0,49.0,2.0,1,148000,36,Home Renovation,No,599,21.84,1.7,0
APP122716,29,Female,Married,Tier 1,Telangana,Salaried - Private,5.3,62700,1,10000.0,42.0,1.0,1,88000,60,Home Renovation,No,616,20.65,0.91,0
APP123219,34,Female,Single,Tier 3,Uttar Pradesh,Salaried - Government,0.5,95900,1,15300.0,48.2,3.0,0,226000,24,Education,Yes,682,18.71,0.05,0
APP117466,42,Male,Single,Tier 1,Haryana,Business Owner,0.8,55200,1,17200.0,46.7,0.0,0,203000,60,Education,No,634,20.47,2.3,0
APP104309,21,Male,Married,Tier 2,Andhra Pradesh,Salaried - Private,0.7,18800,0,3800.0,15.0,4.0,0,110000,48,Personal Expense,No,607,20.13,3.85,0
APP104028,33,Male,Married,Tier 2,Rajasthan,Salaried - Government,2.2,31600,2,7200.0,8.4,3.0,2,77000,36,Medical Emergency,No,582,21.11,7.31,0
APP115354,28,Female,Single,Tier 3,Uttar Pradesh,Salaried - Private,0.7,40800,0,8000.0,30.0,3.0,1,123000,84,Personal Expense,No,597,20.33,3.13,0
APP124342,44,Male,Single,Tier 1,Rajasthan,Self-Employed Professional,6.4,82500,0,21100.0,30.0,1.0,0,210000,48,Vehicle Purchase,No,672,15.73,1.92,0
APP116682,43,Female,Divorced,Tier 1,Tamil Nadu,Self-Employed Professional,1.4,27900,1,8800.0,49.2,0.0,2,148000,48,Business Expansion,No,561,22.63,11.1,0
APP119452,34,Male,Widowed,Tier 1,Telangana,Business Owner,12.8,39200,0,9800.0,47.8,1.0,2,264000,12,Business Expansion,No,651,16.71,2.64,0
APP100245,23,Male,Married,Tier 2,Gujarat,Salaried - Government,0.7,17200,0,2700.0,39.9,0.0,1,217000,12,Business Expansion,No,643,21.43,2.64,0
APP108497,53,Male,Married,Tier 3,Tamil Nadu,Salaried - Private,7.9,19600,2,4300.0,25.2,2.0,0,52000,36,Vehicle Purchase,No,730,12.99,0.19,0
APP108013,24,Male,Married,Tier 1,Maharashtra,Self-Employed Professional,14.4,20100,1,5800.0,8.1,,1,367000,72,Wedding,Yes,670,16.23,0.96,0
APP107341,41,Male,Married,Tier 3,Bihar,Salaried - Private,5.5,13800,1,3400.0,57.5,,3,73000,48,Wedding,No,578,23.82,8.34,0
APP100308,40,Male,Married,Tier 3,Haryana,Business Owner,5.0,23100,2,6300.0,64.5,1.0,1,106000,12,Debt Consolidation,Yes,645,23.14,1.31,0
APP110351,21,Male,Married,Tier 1,Uttar Pradesh,Business Owner,,50700,2,10900.0,39.5,0.0,0,90000,36,Medical Emergency,No,614,19.84,1.11,0
APP114339,48,Female,Married,Tier 1,Tamil Nadu,Business Owner,7.6,75300,2,25000.0,50.5,1.0,0,151000,12,Home Renovation,No,612,19.68,3.31,0
APP106865,39,Female,Married,Tier 2,Uttar Pradesh,Salaried - Government,0.5,40700,1,16400.0,40.1,0.0,1,54000,84,Wedding,No,578,20.84,12.85,0
APP118865,47,Male,Married,Tier 1,Karnataka,Self-Employed Professional,6.7,22100,0,6800.0,35.0,0.0,4,249000,60,Wedding,No,607,23.38,6.46,0
APP123774,39,Female,Married,Tier 2,Andhra Pradesh,Self-Employed Professional,0.5,41200,1,7500.0,48.0,1.0,2,60000,24,Personal Expense,No,593,23.02,2.05,0
APP118820,52,Male,Single,Tier 1,Bihar,Salaried - PSU,11.1,62000,1,,38.8,2.0,1,91000,36,Personal Expense,No,678,17.35,0.95,0
APP111418,36,Male,Married,Tier 1,Tamil Nadu,Salaried - Government,16.8,59600,2,19800.0,44.0,1.0,2,123000,60,Wedding,Yes,579,21.49,3.1,0
APP107337,26,Male,Single,Tier 1,Uttar Pradesh,Salaried - Government,0.8,30100,1,6900.0,62.8,2.0,2,65000,24,Vehicle Purchase,Yes,628,25.46,0.39,0
APP118936,44,Male,Married,Tier 3,Haryana,Business Owner,2.1,50000,0,3300.0,20.3,0.0,0,249000,12,Home Renovation,No,668,15.57,0.25,0
APP123700,33,Male,Married,Tier 3,Kerala,Salaried - Private,1.4,23800,0,3100.0,32.7,1.0,0,88000,24,Home Renovation,Yes,644,21.2,0.16,0
APP111420,40,Male,Married,Tier 2,Maharashtra,Self-Employed Professional,5.5,63000,2,25300.0,33.0,0.0,3,130000,36,Debt Consolidation,No,589,21.31,9.57,1
APP120821,37,Female,Married,Tier 1,Karnataka,Salaried - Government,4.2,37400,1,10300.0,47.2,2.0,0,128000,60,Medical Emergency,No,617,19.28,1.65,0
APP108449,53,Female,Married,Tier 2,Rajasthan,Business Owner,3.9,59000,0,8900.0,49.6,1.0,4,79000,72,Wedding,No,574,23.58,6.49,0
APP121846,32,Female,Widowed,Tier 1,Tamil Nadu,Salaried - Government,0.5,29500,1,9000.0,52.9,2.0,2,80000,12,Business Expansion,No,574,22.21,8.58,0
APP124188,34,Male,Married,Tier 2,Telangana,Salaried - Private,10.9,47900,0,20700.0,51.0,2.0,0,152000,12,Wedding,No,658,19.87,1.43,0
APP122821,41,Female,Married,Tier 3,Andhra Pradesh,Salaried - Private,,19800,0,3900.0,55.1,1.0,3,85000,48,Debt Consolidation,Yes,666,15.81,0.19,0
APP119240,49,Male,Married,Tier 1,Kerala,Salaried - Private,6.3,72700,1,15600.0,4.7,1.0,0,139000,72,Vehicle Purchase,No,755,13.69,0.05,0
APP102405,21,Female,Married,Tier 2,Haryana,Salaried - Private,0.7,43600,0,11400.0,12.6,1.0,1,97000,24,Personal Expense,No,632,25.65,2.9,0
APP113326,41,Female,Widowed,Tier 1,Maharashtra,Salaried - Government,2.7,39600,0,6700.0,30.0,3.0,2,214000,48,Debt Consolidation,No,513,22.96,10.2,0
APP113597,39,Female,Single,Tier 1,Karnataka,Salaried - Private,4.1,49700,4,19300.0,17.7,2.0,2,53000,60,Home Renovation,Yes,629,21.3,1.76,0
APP124318,30,Female,Married,Tier 1,Uttar Pradesh,Salaried - Private,0.8,160400,0,41700.0,16.0,0.0,0,60000,36,Education,No,657,17.22,0.48,0
APP113459,26,Male,Single,Tier 1,Bihar,Business Owner,3.4,150100,2,44900.0,12.1,0.0,0,267000,48,Home Renovation,No,716,14.15,0.18,0
APP121703,30,Female,Divorced,Tier 1,Madhya Pradesh,Salaried - Private,0.7,15600,1,3100.0,67.6,1.0,1,295000,12,Medical Emergency,Yes,569,22.88,6.34,1
APP104447,35,Male,Single,Tier 3,Kerala,Salaried - Private,0.5,43300,1,10700.0,33.7,2.0,1,169000,48,Business Expansion,No,600,22.82,4.32,0
APP116267,46,Female,Married,Tier 2,Maharashtra,Salaried - Private,6.9,36800,2,13100.0,47.1,3.0,1,96000,36,Vehicle Purchase,No,583,20.71,5.63,0
APP122531,40,Male,Widowed,Tier 3,Gujarat,Self-Employed Professional,0.5,63800,0,12900.0,51.4,1.0,0,37000,24,Personal Expense,No,681,18.74,0.38,0
APP119455,33,Male,Married,Tier 1,Karnataka,Salaried - Private,3.7,71400,1,16400.0,19.6,1.0,0,64000,48,Medical Emergency,No,666,17.06,0.91,0
APP120575,35,Female,Single,Tier 1,Andhra Pradesh,Self-Employed Professional,4.2,51000,1,19200.0,64.5,3.0,0,146000,60,Home Renovation,No,569,21.9,9.49,1
APP116148,33,Male,Married,Tier 1,Karnataka,Business Owner,1.2,85600,2,26800.0,31.3,0.0,1,227000,60,Personal Expense,No,617,24.78,10.3,0
APP115610,26,Male,Single,Tier 3,Punjab,Salaried - Private,1.1,30600,0,7900.0,42.8,2.0,2,114000,36,Debt Consolidation,No,515,25.35,20.01,0
APP117765,32,Male,Single,Tier 2,Tamil Nadu,Salaried - Private,1.1,55000,1,1200.0,73.0,2.0,2,271000,48,Personal Expense,No,602,23.13,0.95,0
APP123508,52,Male,Married,Tier 1,Rajasthan,Self-Employed Professional,11.6,130300,4,52500.0,23.8,1.0,0,205000,48,Education,No,591,20.26,11.93,0
APP115695,29,Male,Single,Tier 3,Delhi NCR,Salaried - Private,2.1,19800,1,2700.0,47.8,1.0,0,163000,84,Personal Expense,No,620,19.12,2.48,0
APP102267,33,Female,Married,Tier 2,Karnataka,Salaried - Government,3.3,58600,1,7300.0,19.5,1.0,4,147000,24,Debt Consolidation,No,612,23.75,1.44,0
APP103929,28,Male,Married,Tier 1,Delhi NCR,Salaried - Private,1.1,29600,1,4400.0,46.7,1.0,1,76000,48,Medical Emergency,Yes,652,19.26,0.43,0
APP107256,50,Male,Married,Tier 3,Rajasthan,Salaried - Private,11.1,27400,1,2500.0,55.9,0.0,1,90000,48,Medical Emergency,No,645,19.17,0.5,0
APP119523,37,Male,Married,Tier 1,West Bengal,Salaried - Private,2.2,83500,1,26000.0,22.1,2.0,1,121000,60,Wedding,No,564,21.87,6.72,0
APP119740,48,Other,Married,Tier 1,Madhya Pradesh,Self-Employed Professional,2.3,211700,0,24900.0,16.2,3.0,0,185000,84,Vehicle Purchase,No,703,13.38,0.12,0
APP101166,57,Male,Married,Tier 2,Uttar Pradesh,Salaried - Private,0.5,37800,0,5300.0,26.4,0.0,2,39000,36,Home Renovation,No,637,22.28,1.88,0
APP117016,21,Male,Single,Tier 3,Rajasthan,Salaried - Private,3.8,27600,1,9300.0,30.6,2.0,0,69000,36,Home Renovation,No,569,22.44,2.21,0
APP121867,29,Male,Married,Tier 2,Karnataka,Salaried - Private,7.8,22900,1,5700.0,42.6,0.0,3,283000,24,Education,No,545,21.1,13.6,0
APP116472,33,Male,Married,Tier 2,Punjab,Self-Employed Professional,3.4,59900,1,10100.0,71.7,2.0,3,116000,36,Personal Expense,No,558,19.71,10.71,0
APP115144,31,Male,Married,Tier 2,Bihar,Salaried - Government,1.0,23900,0,4800.0,10.5,3.0,2,326000,36,Vehicle Purchase,Yes,576,25.93,4.56,0
APP113633,27,Male,Married,Tier 1,West Bengal,Salaried - Private,17.5,56500,3,13900.0,53.3,1.0,1,301000,24,Personal Expense,No,604,20.87,2.08,0
